2024-03-28 07:42:52.519179;1;chatgpt-4;Van Gogh;677
2024-03-28 07:42:52.519179;2;u5591185-1;Da Vinci;126
2024-03-28 07:42:52.519179;3;u5591185-1;Picasso;126
2024-03-28 07:42:52.519179;4;averageKing-2;Da Vinci;125
2024-03-28 07:42:52.519179;5;Old Bot-3;Picasso;125
2024-03-28 07:43:13.806750;1;chatgpt-4;Picasso;482
2024-03-28 07:43:13.806750;2;chatgpt-4;Da Vinci;317
2024-03-28 07:43:13.806750;3;chatgpt-4;Da Vinci;143
2024-03-28 07:43:13.806750;4;u5591185-1;Rembrandt;126
2024-03-28 07:43:13.806750;5;averageKing-2;Rembrandt;125
2024-03-28 07:43:13.806750;6;u5591185-1;Van Gogh;126
2024-03-28 07:43:13.806750;7;u5591185-1;Picasso;126
2024-03-28 07:43:13.806750;8;u5591185-1;Da Vinci;126
2024-03-28 07:43:13.806750;9;averageKing-2;Da Vinci;125
2024-03-28 07:43:13.806750;10;averageKing-2;Da Vinci;125
2024-03-28 07:43:13.806750;11;Old Bot-3;Da Vinci;125
2024-03-28 07:43:13.806750;12;averageKing-2;Van Gogh;125
2024-03-28 07:43:13.806750;13;Old Bot-3;Picasso;127
2024-03-28 07:43:13.806750;14;Old Bot-3;Picasso;128
2024-03-28 07:43:13.806750;15;Old Bot-3;Van Gogh;127
2024-03-28 07:43:13.806750;16;u5591185-1;Van Gogh;128
2024-03-28 07:43:13.806750;17;u5591185-1;Picasso;128
2024-03-28 07:43:13.806750;18;Old Bot-3;Picasso;129
2024-03-28 07:43:13.806750;19;Old Bot-3;Van Gogh;127
2024-03-28 07:43:13.806750;20;u5591185-1;Van Gogh;127
2024-03-28 07:43:13.806750;21;averageKing-2;Da Vinci;125
2024-03-28 07:43:13.806750;22;averageKing-2;Picasso;125
2024-03-28 07:43:13.806750;23;Old Bot-3;Van Gogh;127
2024-03-28 07:43:13.806750;24;averageKing-2;Picasso;125
2024-03-28 07:43:13.806750;25;chatgpt-4;Da Vinci;38
2024-03-28 07:43:13.806750;26;Old Bot-3;Van Gogh;0
2024-03-28 07:43:13.806750;27;chatgpt-4;Da Vinci;0
2024-03-28 07:43:13.806750;28;Old Bot-3;Van Gogh;111
2024-03-28 07:43:13.806750;29;averageKing-2;Van Gogh;0
2024-03-28 07:43:13.806750;30;averageKing-2;Van Gogh;125
2024-03-28 07:43:42.693318;1;chatgpt-4;Van Gogh;264
2024-03-28 07:43:42.693318;2;u5591185-1;Picasso;126
2024-03-28 07:43:42.693318;3;averageKing-2;Picasso;125
2024-03-28 07:43:42.693318;4;averageKing-2;Picasso;125
2024-03-28 07:43:42.693318;5;averageKing-2;Picasso;125
2024-03-28 07:43:42.693318;6;u5591185-1;Da Vinci;126
2024-03-28 07:43:42.693318;7;Old Bot-3;Da Vinci;125
2024-03-28 07:43:42.693318;8;Old Bot-3;Picasso;125
2024-03-28 07:43:42.693318;9;u5591185-1;Van Gogh;126
2024-03-28 07:43:42.693318;10;averageKing-2;Van Gogh;125
2024-03-28 07:43:42.693318;11;Old Bot-3;Rembrandt;130
2024-03-28 07:43:42.693318;12;u5591185-1;Picasso;120
2024-03-28 07:43:42.693318;13;Old Bot-3;Van Gogh;127
2024-03-28 07:43:42.693318;14;u5591185-1;Van Gogh;127
2024-03-28 07:43:42.693318;15;Old Bot-3;Van Gogh;127
2024-03-28 07:43:42.693318;16;Old Bot-3;Picasso;127
2024-03-28 07:43:42.693318;17;Old Bot-3;Picasso;128
2024-03-28 07:43:42.693318;18;u5591185-1;Picasso;118
2024-03-28 07:43:42.693318;19;Old Bot-3;Picasso;0
2024-03-28 07:43:42.693318;20;u5591185-1;Van Gogh;128
2024-03-28 07:43:42.693318;21;Old Bot-3;Picasso;111
2024-03-28 07:43:42.693318;22;averageKing-2;Van Gogh;125
2024-03-28 07:43:42.693318;23;averageKing-2;Van Gogh;125
2024-03-28 07:43:42.693318;24;Old Bot-3;Van Gogh;1
2024-03-28 07:43:42.781268;1;chatgpt-4;Da Vinci;143
2024-03-28 07:43:42.781268;2;chatgpt-4;Da Vinci;327
2024-03-28 07:43:42.781268;3;u5591185-1;Van Gogh;126
2024-03-28 07:43:42.781268;4;chatgpt-4;Rembrandt;251
2024-03-28 07:43:42.781268;5;u5591185-1;Da Vinci;126
2024-03-28 07:43:42.781268;6;Old Bot-3;Da Vinci;125
2024-03-28 07:43:42.781268;7;u5591185-1;Rembrandt;126
2024-03-28 07:43:42.781268;8;Old Bot-3;Van Gogh;125
2024-03-28 07:43:42.781268;9;averageKing-2;Rembrandt;125
2024-03-28 07:43:42.781268;10;averageKing-2;Rembrandt;125
2024-03-28 07:43:42.781268;11;averageKing-2;Van Gogh;125
2024-03-28 07:43:42.781268;12;u5591185-1;Picasso;126
2024-03-28 07:43:42.781268;13;Old Bot-3;Picasso;125
2024-03-28 07:43:42.781268;14;averageKing-2;Picasso;125
2024-03-28 07:43:42.781268;15;Old Bot-3;Da Vinci;130
2024-03-28 07:43:42.781268;16;Old Bot-3;Rembrandt;128
2024-03-28 07:43:42.781268;17;u5591185-1;Van Gogh;128
2024-03-28 07:43:42.781268;18;Old Bot-3;Picasso;130
2024-03-28 07:43:42.781268;19;u5591185-1;Van Gogh;128
2024-03-28 07:43:42.781268;20;u5591185-1;Rembrandt;127
2024-03-28 07:43:42.781268;21;averageKing-2;Rembrandt;125
2024-03-28 07:43:42.781268;22;Old Bot-3;Picasso;130
2024-03-28 07:43:42.781268;23;averageKing-2;Van Gogh;125
2024-03-28 07:43:42.781268;24;averageKing-2;Van Gogh;125
2024-03-28 07:43:42.781268;25;u5591185-1;Rembrandt;114
2024-03-28 07:43:42.868587;1;chatgpt-4;Picasso;416
2024-03-28 07:43:42.868587;2;chatgpt-4;Rembrandt;298
2024-03-28 07:43:42.868587;3;u5591185-1;Van Gogh;126
2024-03-28 07:43:42.868587;4;Old Bot-3;Van Gogh;125
2024-03-28 07:43:42.868587;5;u5591185-1;Da Vinci;126
2024-03-28 07:43:42.868587;6;u5591185-1;Rembrandt;126
2024-03-28 07:43:42.868587;7;averageKing-2;Da Vinci;125
2024-03-28 07:43:42.868587;8;averageKing-2;Van Gogh;125
2024-03-28 07:43:42.868587;9;Old Bot-3;Da Vinci;125
2024-03-28 07:43:42.868587;10;averageKing-2;Rembrandt;125
2024-03-28 07:43:42.868587;11;averageKing-2;Van Gogh;125
2024-03-28 07:43:42.868587;12;Old Bot-3;Da Vinci;127
2024-03-28 07:43:42.868587;13;Old Bot-3;Van Gogh;130
2024-03-28 07:43:42.868587;14;Old Bot-3;Van Gogh;130
2024-03-28 07:43:42.868587;15;Old Bot-3;Da Vinci;127
2024-03-28 07:43:42.868587;16;u5591185-1;Da Vinci;127
2024-03-28 07:43:42.868587;17;u5591185-1;Picasso;135
2024-03-28 07:43:42.868587;18;u5591185-1;Rembrandt;128
2024-03-28 07:43:42.868587;19;u5591185-1;Da Vinci;128
2024-03-28 07:43:42.868587;20;Old Bot-3;Rembrandt;128
2024-03-28 07:43:42.868587;21;averageKing-2;Da Vinci;125
2024-03-28 07:43:42.868587;22;averageKing-2;Da Vinci;125
2024-03-28 07:43:42.868587;23;u5591185-1;Rembrandt;105
2024-03-28 07:43:42.937921;1;chatgpt-4;Van Gogh;499
2024-03-28 07:43:42.937921;2;u5591185-1;Picasso;126
2024-03-28 07:43:42.937921;3;Old Bot-3;Picasso;125
2024-03-28 07:43:42.937921;4;u5591185-1;Da Vinci;126
2024-03-28 07:43:42.937921;5;averageKing-2;Da Vinci;125
2024-03-28 07:43:42.937921;6;u5591185-1;Van Gogh;126
